row_id,site_name,,address,,city,state,zip,county,lat,lon,,,,on_NPL,,,,,,,,,,
10,EIELSON AIR FORCE BASE,AK1570028646,HIGHWAY 2 - 16 MI SE OF FAIRBANKS,,FAIRBANKS,AK,99702,FAIRBANKS NORTH STAR,64.67145,-147.0492,Y,N,,Currently on the Final NPL,Waste Management,WM,48,11/21/1989,7/14/1989,,BENZO(K)FLUORANTHENE,207-08-9,1000110,"Eielson Air Force Base (AFB), Alaska covers approximately 8,000 hectares (19,700 acres), located along the Richardson Highway within the Fairbanks North Star Borough (FNSB).  It lies approximately 39 km (24 mi.) southeast of Fairbanks and 16 km (10 mi.) southeast of the city of North Pole, Alaska.  Approximately 1,500 hectares (3650 acres) are fully or partially developed, with the remaining land encompassing forest, wetlands, lakes, and ponds.  Fort Wainwright, a U.S. Army installation, borders the site on the east and south, while public and private land border to the west and north, which is zoned for general use. The total residential population of Eielson AFB is 5,132.  The base employs approximately 3,400 military personnel and 500 civilians.  The area is active in ongoing base functions, including work, school, and recreational activities. Significant wildlife frequents Eielson AFB, and the base supports a variety of recreational and hunting opportunities.  No threatened or endangered species live on the base.

Eielson AFB is located in the Tanana River Valley.  Most of the site has been constructed on sand and gravel fill material. Two-thirds of the base is covered with soils containing discontinuous permafrost. The AFB contains 13 lakes totaling 1.3 sq. km (0.5 sq. mi.), 54 ponds totaling 1 sq. km (0.4 sq. mi.), and 10 designated wetlands totaling about 1 sq. km (0.4 sq. mi.).  One lake and six ponds are natural; the remaining are old borrow pits or gravel pits.

The developed portion of the base is underlain by a shallow, unconfined aquifer comprised of 61 to 91 m (200 to 300 ft) of loose alluvial sands and gravel overlying relatively low-permeability bedrock. The groundwater generally flows to the north-northwest, with the direction of the flow locally influenced by surface water bodies and groundwater extraction from the base supply wells.  Groundwater is the only source of potable water at the base and in the nearby communities.  Potable water in th e main base system is treated to remove iron and sulfide.  Groundwater is the principal source for industrial, domestic, agricultural, and fire-fighting purposes.

Eielson AFB was established in 1944, and during most of its history, Eielson was a tanker base for midair refueling of strategic bombers.  The current mission of the base is to train and equip personnel for close air support of ground troops in an arctic environment.  In carrying out its defense mission, the soils and groundwater at the base have been contaminated from the storage and handling of fuels and solvents, plus the operation of landfills.

The U.S. Air Force evaluated site contamination initially under the Installation Restoration Program (IRP).  The 4-phase IRP was initiated in 1982 with a Phase 1 records search to identify past disposal sites containing contaminants that may pose a hazard to human health or the environment.  Under the IRP, the U.S. Air Force identified 64 potential areas of contamination at Eielson AFB.  Potential source areas include old landfills, storage and disposal areas, fueling system leaks, and spill areas.

Eielson AFB was added to the National Priorities List on November 21, 1989.  In May 1991, the U.S. Air Force, the State, and the Environmental Protection Agency entered into a Federal Facility Agreement under CERCLA Section 120, which established the procedural framework and schedule for developing, implementing, and monitoring CERCLA response actions.  The site has been divided into six operable units (OUs). 


OU1:

OU1 consists of eight source areas that have been combined because of commonalty in contamination that is mainly caused by leaks and spills of fuels. These areas are:  Storage Tank (ST20), which contains three refueling complexes (E-7, E-8, and E-9); ST48, which is the power plant area located in the east-central portion of the AFB; ST49, which includes Building 1300 and the adjacent taxiway, which together comprise a deactivated combat ale rt hangar complex; and Surface Spill (SS)50, SS51, SS52, SS53, and DP54, which comprise the Blair Lakes Target Facility, an offbase facility located approximately 40 km southwest of the AFB. An interim action was initiated at OU1B for source areas ST20 (E-7 and E-9), Blair Lakes, ST48, and ST49 in June 1992 to initiate removal of petroleum products floating on top of the water table. A remedial investigation/feasibility study (RI/FS) was completed for OU1 in May 1994, and a ROD was signed in September 1994.


OU2:

OU2 consists of seven source areas that have been combined because of commonalty in contamination that is mainly caused by leaks and spills of fuels. These areas are:  ST10, which are the E-2 petroleum oil and lubricant storage area and Hardfill Lake and SS14, which is the E-2 Railroad JP-4 Spill Area; ST11, which consists of subsurface diesel fuel contamination associated with Building 3224; ST13 and DP26, which are located close to each other, have similar types of contaminants, and the individual releases to groundwater have created an overlapping groundwater contaminant plume; ST18, which is the old oil boiler fuel saturated area; and ST19, which is the JP-4 Fuel Spill Area. Soils contaminated with petroleum products occur at or near the source of contamination. Contaminated subsurface soil and groundwater occur in plumes on the top of a shallow groundwater table that fluctuates seasonally. Preliminary investigations of OU2 source areas were conducted from 1982 to 1991.  In addition, the final RI/FS was completed in 1993, and a ROD for OU2 was signed in September 1994. 


OU3:

OU3 includes source areas Disposal Pit (DP)44, Waste Pond (WP)45/SS57, ST56, and SS61.  Source area DP44 is located near the Large Aircraft Maintenance Hangar and included a wastewater disposal leach field from the battery shop (Building 1141) and the area around Building 1138 between the runway, taxiway, and Flightline Avenue west of the North Street intersection.  T he photo laboratory and dry well at Building 1183 were designated as Source Area WP45.  Source Area SS57 is the area surrounding the fire station, Building 1206.  ST56 (Engineer Hill Spill Site) is an active munitions storage and maintenance compound about 4.8 km (3.0 miles) north-northeast of the main part of the base.  SS61 is in the center of the developed portion of the base, just north of the water treatment plant pond on Garrison Slough, and is on the east and south sides of the Vehicle Maintenance Shop (Building 3213). An RI/FS for OUs 3, 4, and 5 was completed in May 1995, and a ROD was signed in September 1995 for these OUs.  The ROD consisted of a combination of limited action, active remediation and no further action for the various source areas.  A ROD amendment for OUs 3, 4, and 5 was signed in September 1998 amending the remedial actions selected in September 1995 ROD for DP 44, SS35, ST58, and LF03/FT09.


OU4:

OU4 includes the source areas DP25, ST27, WP33, SS35, SS36, SS37, SS39/SS63, ST58, and SS64.  DP25, the E-6 Fuel Storage Tank Area, is located north of Quarry Road, adjacent to the E-11 Fuel Storage Tank Area, ST27.  ST27, the E-11 Fuel Storage Tank Area, is a fence-enclosed complex of five fuel tanks on the south side of Quarry Road approximately 600 m southeast of Hardfill Lake.  WP33, the effluent infiltration pond, is a 7.7 hectare unlined pond into which treated liquid effluent from the wastewater treatment plant is discharged.  SS35, the Asphalt Mixing and Drum Burial Area, is located in the central part of the base adjacent to Central Avenue, about 0.3 km south of the Water Treatment Plant.  SS36, a drum storage site, is located in the central portion of the base, east of Industrial Drive and south of the base power plant.  SS37, the Drum Storage/Asphalt Mixing Area, is located approximately 90 m east of Building 4333, just east of Flightline Avenue, between Quarry Road and Chena Street.  Asphalt Lake (SS39) and the adjacent Asphal t Lake Spill Site (SS63) are located approximately 2 km south of the Eielson AFB main gate.  ST58, site of the old Quartermaster service station, is located on the northwest corner at the intersection of Division Street and Wabash Avenue.  The service station covered approximately 400 sq. meters.  SS64, the Transportation Maintenance Drum Storage Area, is located in the center of the developed portion of the base, just north of the Water Treatment Plant pond on Garrison Slough, on the west side of the Vehicle Maintenance Shop. An RI/FS for OUs 3, 4, and 5 was completed in May 1995, and a ROD was signed in September 1995 for these OUs.  The ROD consisted of a combination of limited action, active remediation and no further action for the various source areas.  A ROD amendment for OUs 3, 4, and 5 was signed in September 1998 amending the remedial actions selected in September 1995 ROD for DP 44, SS35, ST58, and LF03/FT09.


OU5:

OU5 includes source areas LF02, LF03, LF04, LF06, and Fire Training Area (FT)09.  LF02 is an abandoned, approximately 6-acre landfill located about 0.8 km northwest of the intersection of Manchu Road and Gravel Haul Road on the banks of French Creek, a tributary of Moose Creek.  LF03 is located east of the south end of the runway and north of the refueling loop.  FT09, a former fire-training area, is located within the west-central part of LF03.    LF04 is located approximately 5 km east-northeast of the south end of the runway and covers an area of greater than 100,000 sq. meters.  LF04 reportedly received general refuse, small quantities of waste oil spent solvents, and possibly small amounts of munitions and spent cartridges.  LF06, the old landfill, is located near the central power plant just south of the power plant cooling pond on the eastern side of the main developed portion of Eielson AFB. An RI/FS for OUs 3, 4, and 5 was completed in May 1995, and a ROD was signed in September 1995 for these OUs.  The ROD consisted of a combin ation of limited action, active remediation and no further action for the various source areas.  A ROD amendment for OUs 3, 4, and 5 was signed in September 1998 amending the remedial actions selected in September 1995 ROD for DP 44, SS35, ST58, and LF03/FT09.

In addition, three other source areas within Eielson AFB were recommended for no further action: LF01, WP32, and DP55.  LF01, the original Base Landfill and Drum Storage Area, is located between Richardson Highway and Piledriver Slough.  WP32, the wastewater plant spill ponds, consists of two earthen basins to which influent for the Wastewater Treatment Plant is diverted during wastewater incidents to avoid plant upsets or manage lagoon failures.  DP55, the Birch Lake Recreation Area, is a refuse pile adjacent to the maintenance yard at the Birch Lake Recreation Area administered by Eielson AFB.


OU6:

OU6 addresses the problem of groundwater at the ski hill source area that has been contaminated by leaks and spills from the fuel tanks and piping formerly located at the top of the ridge.  The ski hill is used primarily for recreational and military training purposes.  Groundwater sampled in wells down gradient of the hilltop area has been found to contain petroleum hydrocarbons, but the groundwater at the OU6 is not extracted or used for any purpose at present.  The potential contribution of the bedrock aquifer to groundwater in the vicinity, and the amount and direction of flow in the bedrock aquifer are difficult to determine. OU6 has been evaluated through a number of preliminary investigations under the IRP and CERCLA RI/FS process since 1982. An RI/FS for OU6 was completed in March 1994, and a ROD was signed in September 1994 providing institutional controls and groundwater monitoring.
"
10,ADAK NAVAL AIR STATION,AK4170024323,ADAK IS,,ADAK,AK,99546,,51.8775,-176.6525,Y,N,,Currently on the Final NPL,Other,OT,51,5/31/1994,10/14/1992,,"N-METHYL-N,2,4,6-TETRANITROANILINE (TETRYL)",479-45-8,1000128,"The Adak Naval Air station (NAS) is located on the northern half of Adak Island, which is off the southwest coast of Alaska, near the western end of the Aleutian Islands.  Adak Island is included in the Alaska Maritime National Wildlife Refuge and has been so designated since 1913.  

In 1942, Adak Island was commissioned as an Army base for attacking the nearby Japanese-occupied islands (Attu and Kiska) during World War II.  In 1951, it became a Navy facility designated NAS Adak.  The principle missions of NAS Adak  have been to support air operations, communications functions, and oceanographic research.

Palisades Landfill (Site 11) is located several miles north of the central community of Adak and was used as the primary disposal area for all operations on Adak Island from the 1940s to approximately 1970. The  landfill area, which is approximately 6 acres, covers portions of the coastal uplands immediately adjacent to  Kuluk Bay and part of a canyon or ravine.  The ravine is approximately 1,200 miles long, 5 to 300 feet wide, and 5 to 150 feet deep, with a small stream (Palisades Creek) running through it.  The mouth of the ravine opens immediately to Kuluk Bay.  Wastes within the landfill include, but are not limited to, petroleum products, solvents, paint waste, batteries, sanitary trash, construction waste, scrap vehicles, and mercury. Approximately 80,000 to 100,000 cubic yards of solid waste are located in the landfill.  Soil covers most of the landfill materials, although a portion of the disposed material within the ravine has no cover and is on a slope.  The exposed waste in the ravine consists primarily of barrels and construction debris.  Groundwater appears locally under the site and discharges into the marine environment at the downgradient boundary.  Groundwater is not a source of drinking water for Adak residents.

Metals Landfill (Site 13)  is located immediately southeast of the central community  of Adak and is bounded by Monument Hill to  the west and Kuluk Bay to the east.  The landfill received wastes similar to those in Palisades Landfill from the 1940s through 1989. Metals Landfill  is subdivided into three distinct sections--north, east, and main.  The total volume of landfill waste and soil in Metals Landfill is approximately 400,000 cubic yards, not including the material scattered on the surface and adjacent to the shoreline.  The total site is approximately 28 acres; approximately 19 acres (the main and north sections) were used as a landfill.  Groundwater occurs locally under the site and discharges into the marine environment at the downgradient boundary.

The main section covers about 12 acres.  Also a significant amount of waste was scattered over the main section without  any cover.  An estimated 275,000 cubic yards of landfill waste and soil cover were placed on this main section.

The north section covers about 7 acres.  An estimated 50,000 cubic yards of material are in the main area, and about 75,000 cubic yards are on the bank that encroaches the bay.

The 9 acre east section was not used as a primary landfill, although some wastes have been deposited on the surface and the shore side of the east section.  A sludge lagoon in the south end of the east section contains approximately 5,000 cubic yards of dewatered sludge.

OU01

Beginning in the 1940s, Palisades and Metals Landfills were among the properties on which Navy personnel disposed of solid waste. No accurate records were kept of the volume and nature of the materials disposed of at these non-permitted landfills.

Palisades Landfill was used as the primary disposal area for all operations on Adak Island from the 1940s to approximately 1970. A wide variety of materials were reportedly disposed of at Palisades Landfill, including waste petroleum, oils, and lubricants (POL); chlorinated and nonchlorinated solvents; paint waste; sanitary trash; scrap vehicles; lead and mercury batteries; construction waste; and mercu ry. The landfill was covered with local soils in the early 1970s after disposal practices were stopped. Palisades Landfill has not been designated as a Resource Conservation and Recovery Act (RCRA) hazardous waste landfill.

Metals Landfill began operations in the 1940s and received a variety of waste materials including sanitary trash; construction waste; POL; paints; chlorinated and nonchlorinated solvents; lead, lithium, and mercury batteries; scrap vehicles; medical waste; sewage sludge; pesticides; transformers; and possibly unexploded ordnance. In 1970, restrictions were placed on the types of materials that could be disposed of at the landfill. Beginning in 1988, when a sludge press was installed at the sewage treatment plant, dewatered sewage sludge was disposed of on the southern end of the eastern section of the landfill. The landfill stopped receiving wastes in 1989, but some disposal and retrieval practices continued until 1991.

A site inspection of Metals Landfill was conducted in 1989 by regulatory agencies. The investigation discovered four drums with liquid, one cracked vehicular battery, and one acetylene cylinder scattered in one small area of the landfill. As a result of the inspection, the regulatory agencies determined that the battery area contains hazardous waste and, therefore, is considered a hazardous waste pile under RCRA. This is the only area of the landfill to have a RCRA violation; the remaining landfill has been designated as a solid waste management unit under RCRA. The presence of the batteries resulted in a Federal Facilities Compliance Agreement being signed and issued by the EPA in November 1990. A RCRA Closure Plan is being developed for the hazardous waste pile located in the limits of Metals Landfill. This hazardous waste pile will be closed under RCRA guidelines and is not included as part of this interim remedial action.

This decision document presents the selected IRAs for Sites 11 and 13 (Palisades Landfill and Met als Landfill), which are part of Operable Unit A at the NAF Adak, Adak Island, Alaska. The remedies selected in this decision document were developed in accordance with CERCLA, as amended by the Superfund Amendments and Reauthorization Act, and the National Oil and Hazardous Substances Pollution Contingency Plan. The documents supporting the decision are in NAF Adak's Administrative Record.

The United States Navy (Navy) is the lead agency for this decision. The interim remedial actions proposed in this plan were reached as part of the Federal Facilities Agreement (FFA) for NAF Adak, which is a legal agreement between the Navy, the EPA, and the Alaska Department of Environmental Conservation. EPA approves of this decision, and along with ADEC, has participated in the evaluation of remedial action alternatives. The State of Alaska concurs with the selected remedy.

These FFA parties entered into a joint agreement to evaluate and clean up hazardous substances on Adak Island. The agreement follows both state and federal regulations. This agreement went into effect on November 24, 1993.

For the two landfills discussed in this Record of Decision (ROD), a complete assessment of potential human and ecological risk was not performed prior to a decision to take remedial action. The remedial investigation for NAF Adak, scheduled to begin in October 1996, will include a basewide comprehensive risk assessment that will include Palisades and Metals Landfills. Following that assessment, the FFA parties may propose additional remedial actions at the landfill sites as part of a final basewide remedial action.

An interim ROD  for Operable Unit 01 of the Adak Naval Air Station Site was completed in March 1995. 

OU 2:

The operable unit OU A Record of Decision (ROD) presents the selected remedial actions for the OU A CERCLA sites, and the selected response actions for petroleum releases associated with underground storage tanks (USTs) and piping in accordance with SAERA . Under the CERCLA Remedial Investigation/Feasibility Study (RI/FS) for OU A, the Navy evaluated 58 sites on land, as well as down gradient groundwater and aquatic sites. The major components of the selected remedy for the CERCLA sites (including the OU A water bodies and downtown groundwater) include the following:
-Excavation and treatment by thermal desorption of contaminated sediments and soils
-Recycling of treated sediment and soils as daily cover material at the on-island Roberts Landfill
-Placement of a soil cover over Solid Waste Management Unit (SWMU) 4
-Institutional controls to prohibit unacceptable exposure to hazardous substances remaining on site
-Monitoring of groundwater for benzene, toluene, ethylbenzene, xylenes, diesel-range organics (DRO), gasoline-range organics (GRO), bis(2-ethylhexyl)phthalate, methylene chloride, tetrachloroethene, trichloroethene, lead, and natural recovery parameters o Monitoring of aquatic biota for polychlorinated biphenyls (PCBs)

The CERCLA sites remedial work has been completed, and the monitoring is ongoing. Pre transfer institutional controls are in place for those sites that have chemicals above residential cleanup levels. An Institutional Control Management Plan (ICMP) has been developed to implement these institutional controls. The ICMP describes the specific engineering and land use controls that are associated with the OU A ROD. In the case of the advisory for subsistence consumption of fish and shellfish from Sweeper Cove and Kuluk Bay, the initial ICMP required installation and maintenance of permanent signs along the shores of these water bodies. Under the SAERA petroleum cleanup program, the Navy addressed 128 sites. As set forth in the OU A ROD, the major components of the selected remedy for the petroleum sites, in accordance with SAERA and applicable regulations, include the following:
-Removal and treatment of petroleum-contaminated soils to meet 18 AAC 75 requirements
-Recycling of treated so ils as daily cover material at the on-island Roberts Landfill
-Monitored natural attenuation of petroleum chemicals in soil and groundwater
-Free-product recovery to the maximum extent practicable as an interim remedial measure.
-Institutional controls to minimize the potential for direct contact with contaminants, to restrict groundwater use, and/or to restrict soil excavation until remedial objectives have been met.

Limited soil removals were completed at ten petroleum sites. Limited soil removals were initiated at two sites, ASR-Facility (UST 42007-B) and SWMU 77, Small Drum Storage Area, however, ongoing operations at these sites prevented completion. Other sites will continue to be monitored to evaluate the rate at which natural attenuation is occurring. Pre transfer institutional controls are in place at the monitored natural attenuation sites as delineated in the Adak Island ICMP. Final remedial decisions are required for 14 sites where petroleum product floats on top of the groundwater.

Subsistence fish advisory signs were included as part of the institutional control remedy set forth in the OU A ROD for Sweeper Cove and Kuluk Bay. The intent of the subsistence fish advisory signs was to advise Adak residents about long-term potential health risks associated with subsistence consumption of rock sole and blue mussels due to the presence of polychlorinated biphenyls (PCBs). The fish advisory signs are meant for long-term residents on the island who may subsist on rock sole and blue mussels as a significant portion of their daily diet for a long period of time (consuming 126 grams of rock sole and 26 grams of shellfish every day for 30 years). Lower levels of consumption of these fish and shellfish, such as would be expected of non-subsistence residents, were not found to pose an elevated risk (118 grams of rock sole and 1.1 grams of shellfish for 38 days per year during a 5 year period).

Cancer risks for a subsistence use harvester included in the  OU A ROD were above the upper end of the target risk range of 1 x 10E-4 for both Sweeper Cove and Kuluk Bay. Cancer risks for a recreational seafood harvester consuming fish and shellfish from Sweeper Cove and Kuluk Bay were below 1 x 10-5. The Navy, EPA and ADEC agree to modify the institutional control portion of the remedy by replacing the subsistence fish advisory signs on the shores of Kuluk Bay and Sweeper Cove with distribution of fact sheets. Prior to removing the signs, the Navy agrees to distribute the fish advisory fact sheets. The fact sheets will be distributed by mail and posted on the Adakupdate.com website. The fact sheet will be revised as new relevant information is obtained from sampling data to more accurately reflect the trend in PCB levels in fish/shellfish tissue. Fact sheets will also be made available at public places (city hall, schools, public restaurants, etc.). Fact sheets allow the Navy to direct the message to the intended audience, the residents of Adak, who may be harvesting Adak fish and shellfish as part of a subsistence diet. The fact sheets will also provide a greater level of detail on the presence of PCBs in specific species, and they will also discuss potential health risks and benefits associated with fish consumption. Because the concentrations of PCBs in these fish/shellfish are below levels of concern for recreational consumption of these fish/shellfish, the educational material will not address recreational consumption.

The language in the OU A ROD regarding decisions on future actions for petroleum free-product recovery sites, and the process to be followed regarding such sites, refers to the primary applicable requirement, 18 AAC 75, and to the SAERA. The OU A ROD further states that additional remedial actions will be done under terms mutually agreed to by the Navy and the State of Alaska. The OU A ROD is silent regarding the procedures for incorporating subsequent final decisions for the interim petroleum remedies. 

This Amendment, completed September 25, 2005,  removes the petroleum free-product recovery sites from the OU A ROD and places them under the sole regulatory authority of the State of Alaska in accordance with 18 AAC 75. In this manner, this Amendment removes any ambiguity regarding the process for future decision-making at these sites, and simplifies regulatory oversight. Petroleum site cleanup is regulated under 18 AAC 75.300 - 75.396, and cleanup decisions will be in accordance with the process set forth in this regulation and associated guidance documents. At the time the OU A ROD was developed, 18 AAC 75 was considered the source for petroleum Applicable, or Relevant and Appropriate Requirements (ARAR) under the CERCLA process.

OU 3 (B-1):

In July 1999, under the provisions of the existing Federal Facilities Agreement (FFA) for the cleanup of the former Navy base at Adak Island and in order to address issues of concern, the Navy, EPA, and the State of Alaska formed an OU B Project Team. The OU B Project Team, which also includes membership by USFWS, TAC, the Aleutian/Pribilof Islands Association (A/PIA) and Adak community members was tasked with developing a plan for investigating sites with potential UXO contamination that addressed the concerns of regulatory agencies as well as community members and TAC, the future landowner. This plan is formally referred to as the RI/FS Work Plan for OU B. Since its formation in July of 1999, the OU B Project Team worked closely to resolve complex technical issues related to completing the RI/FS Work Plan.

In October 1992, NAF Adak was proposed for addition to the National Priorities List under CERCLA and as finalized on the list in May 1994. In September 1993, the Navy, EPA, and ADEC signed the Adak FFA to conduct RI/FS and remedial design/remedial action (RD/RA) activities for chemical and petroleum sites. These sites are addressed as OU A. In early 1998, the FFA was amended to include ordnance sites and OU B  was created. In June 1999, EPA and ADEC initiated formal dispute proceedings with the Navy over proposed methods for the investigation and evaluation of OE/UXO sites on Adak. That dispute was resolved through the efforts of the OU B Project Team and the approval of the OU B RI/FS Work Plan in December 2000. To expedite the property transfer under the BRAC program, the Navy recommended dividing OU B into OU B-1 and OU B-2. OU B-1 is the portion of the military reservation that contains the core of the proposed reuse area.

Numerous environmental studies have taken place on Adak Island over the past 10 years, including several preliminary source evaluations (PSEs) and an RI/FS for OU A, which encompasses the military reservation with respect to chemical contamination. OU B, which encompasses the northern portion of the entire island with respect to ordnance (explosives) contamination, was studied less extensively as part of these previous investigations; however, a number of important investigations were completed, which influenced the design of the OU B RI/FS program.

In 1996, the EOD Mobile Unit 11 Detachment Whidbey Island stationed at NAS Whidbey, Washington, conducted an ordnance survey in the known range areas of Adak (U.S. Navy 1996b). This survey suggested that significant effort would be required to remove OE/UXO from certain sites. These sites include the downtown area within OU B-1 and SWMUs 1, 2, 8, and Source Area 93 in OU B-2.

In 1996, following the EOD survey, Superintendent of Shipbuilding, Conversion, and Repair (SSPORTS) performed an investigation of SWMU 2. SSPORTS began clearance operations in mid-1998. The SWMU 2 clearance (to a depth of one foot because there was no evidence of deeper ordnance) was completed in fall of 1998. The majority of mines located at the site were inert training mines. However, a small number of live service mines were also removed during clearance activities. Also found were remnants of Bangalore torpedoes that we re typically used during minefield clearance activities.

Throughout 55 years of military history on Adak, a number of ordnance items have been recovered. Most of the items were considered souvenirs or abandoned ordnance that originated from other sources and were brought to the ""downtown area"" by hikers. In 1996, the Navy initiated an ordnance investigation of the downtown area in order to facilitate leasing of the primary reuse area of the island. The investigation of the Downtown Areas included review of historical records and archives, surface clearance with a metal detector, a geophysical investigation using electro-magnetic equipment, and excavation of selected geophysical anomalies to a depth of 4 feet bgs. Intrusive investigations and clearance activities were completed in the Downtown Area in 1998. Within the approximately 2,200 acres that were investigated, 7,116 geophysical anomalies were excavated. Only three UXO items were found from the surface clearance and three OE/UXO items were found during subsurface investigations. These included a 50-millimeter (mm) mortar, a 37-mm anti-aircraft cartridge case, a 20-mm high-explosive point-detonating (HEPD) projectile with cartridge case, an abandoned incendiary bomblet, a smoke grenade without a fuze, and a thermite grenade.

In April 1998, ongoing archival research on historical ordnance-related activities on Adak resulted in the discovery of World War II (WWII) era defensive plans for the island. These plans contained proposed locations for defensive works, including 27 potential minefield locations with instructions to emplace up to 22,000 mines in the event of an imminent invasion by Japanese troops. The archival and physical investigation has revealed no evidence that defensive minefields were installed on Adak. Historical EOD incident reports do not list any contact with mines or mine-related wastes in the vicinity of proposed minefields, and no mine-related injuries have occurred on Adak, in spite of  heavy use of many of the potential minefield locations for military and recreational purposes. Furthermore, the date of the defensive plans calling for the installation of the potential minefields indicates that the conditions that would have mandated the installation of such minefields (i.e., threat of enemy invasion of Adak) never occurred subsequent to the date of the defensive plans. In fact, WWII ended 3 months later in August 1945. Twenty-three of the potential minefield locations on Adak have been investigated either intrusively, using geophysical and surface clearing data from previous UXO investigations, or by visual inspection. The SWMU 2 minefield was cleared in 1998. The three others in the Andrew Lake area were not investigated and remain part of OU B-2 within the Navy exclusion zone. The visual inspection site (Shagak Bay) was also the location for removal of Rommel Stakes. This included preliminary investigations of the areas near the Rommel Stakes with hand-held geophysical equipment. Mines were found only at one location (SWMU 2) and are believed to have been placed there for training and not as part of the defensive plan. Live mines and training mines (inert and live) were found and removed from this site during 1998.

The 1999 and 2000 investigation was focused on the remote areas north of the Military Reservation Boundary outside of the downtown area, which was investigated previously. The areas that were investigated in 1999 for ordnance contamination used the following methods: Sector Selection; Terrain Analysis; Demarcation of the Investigation Areas; Geophysical Survey and Target Selection; Anomaly Selection; Intrusive Investigation; and Data Validation.

A ROD addressing OU 3 was completed in December 2001."
