x,y,indicator
-73.43013,41.238262,0
-71.858437,41.354221,0
-72.352707,41.900188,0
-73.035652,41.50602,0
-72.633453,41.654602,0
-72.94149,41.295441,0
-73.113823,41.229046,0
-73.112534,41.163265,0
-73.121216,41.204494,0
-73.125107,41.183899,0
-72.568802,41.937939,0
-72.075912,41.524261,0
-73.072708,41.66642,0
-73.422455,41.09589,0
-73.42205,41.083183,0
-73.425766,41.141209,0
,,0
-72.70163,41.761242,0
-72.926445,41.348995,0
-73.366379,41.244606,0
-72.868813,41.36763,0
-72.660034,41.570286,0
-72.628281,41.770622,0
-72.731339,41.641575,0
-72.17942,41.739071,0
-72.057793,41.61367,0
-72.487305,41.601109,0
-72.558998,41.771641,0
-73.186752,41.184196,0
-72.900948,41.292778,0
-72.501579,42.027042,0
-73.125671,41.178131,0
-73.116341,41.162266,0
-72.658844,41.652428,0
-72.868652,41.695023,0
,,0
-73.308556,41.787792,0
,,0
-71.922836,41.858158,0
-73.161125,41.187843,0
-73.041145,41.444542,0
-73.110428,41.330933,0
-72.938423,41.534653,0
-73.072762,41.424099,0
-73.082138,41.487724,0
-72.407257,41.349998,0
-72.767349,41.304008,0
,,0
-72.047989,41.334686,0
-72.861481,41.701591,0
-72.75486,41.745308,0
,,0
-72.17791,41.676731,0
-72.375496,41.753185,0
,,0
,,0
,,0
,,0
,,0
-73.409103,41.104115,0
-72.799583,41.270557,0
-72.916382,41.547256,0
-73.131775,41.311565,0
-73.051483,41.55373,0
-73.057777,41.573116,0
-73.355186,41.14175,0
-72.906792,41.449379,0
,,0
-73.256149,41.364948,0
-72.999603,41.573559,0
-73.430496,41.190273,0
-73.480118,41.726612,0
-73.189941,41.571159,0
-73.288788,41.414028,0
-72.688026,41.532146,0
-73.140938,41.158989,0
-72.686928,41.288212,0
-73.140915,41.165497,0
-72.662987,41.285976,0
-71.909752,41.921757,0
-72.357368,41.660526,0
-72.464989,41.781364,0
-73.161308,41.349403,0
-72.886467,41.667694,0
-73.030853,41.437332,0
-72.641068,41.862579,0
-72.38797,41.297089,0
-72.382874,41.295055,0
-72.901619,41.535488,0
-72.906288,41.47546,0
-72.877716,41.55085,0
-71.95813,41.660244,0
-72.077187,41.520546,0
-73.422203,41.373875,0
-72.821709,41.830303,0
-73.547783,41.034481,0
-73.265816,41.408829,0
-73.284943,41.384705,0
-72.917892,41.552174,0
-71.908829,41.910751,0
-73.518784,41.087589,0
-73.541809,41.040016,0
-73.55835,41.132095,0
-71.907761,41.908333,0
-73.529335,41.050346,0
-72.82428,41.46236,0
,,0
-72.929214,41.316124,0
-73.055878,41.593403,0
-73.043091,41.530666,0
-73.045364,41.549805,0
,,0
-73.00235,41.575836,0
-72.898018,41.588745,0
-72.869423,41.62225,0
-72.851334,41.670166,0
-72.977768,41.613369,0
-72.5466,41.678684,0
-73.035065,41.553085,0
-73.003105,41.576229,0
-72.245476,41.864243,0
-72.241516,41.873158,0
-72.572212,41.872494,0
-73.476173,41.370586,0
-72.500504,41.398819,0
-73.305092,41.851009,0
-73.146301,41.17738,0
-71.897644,41.78083,0
-73.110901,41.356274,0
-72.803108,41.729904,0
-73.115349,41.60321,0
-72.782379,41.563854,0
-72.90757,41.670715,0
-72.017647,41.559971,0
-72.230759,41.897438,0
-72.764877,41.611778,0
-72.93351,41.670177,0
,,0
,,0
-72.599136,41.610107,0
-71.9095,41.915211,0
-72.318634,43.645538,0
-73.390846,41.416279,0
-72.871292,41.74625,0
-72.748123,41.639671,0
-72.301949,41.881287,0
-71.868225,41.962837,0
-71.821159,41.703964,0
-72.277481,41.996868,0
-73.198914,41.453678,0
-73.417778,41.497631,0
-72.666718,41.639339,0
-72.435867,41.386276,0
-72.709259,41.610847,0
-72.602509,41.799797,0
-72.761398,41.720093,0
-72.546867,41.275181,0
-72.601959,41.79982,0
-72.687538,41.916191,0
,,0
-72.755051,41.746044,0
-73.069283,41.427425,0
-73.431938,41.973343,0
-72.404045,41.351555,0
-72.581032,41.836754,0
-72.422401,41.364288,0
-72.438126,41.390957,0
-72.553894,41.288841,0
-72.506004,41.924118,0
-73.477669,41.072155,0
-72.589706,41.705109,0
-72.46315,41.366718,0
-72.581032,41.836754,0
-72.129135,41.357677,0
-72.601555,41.84074,0
-72.86097,41.70306,0
-73.446281,41.395699,0
-73.426308,41.408337,0
-72.926544,41.338631,0
-73.437454,41.58271,0
-73.081421,41.92881,0
-117.16645,47.385571,0
-72.748756,41.684128,0
-73.049004,41.323154,0
-72.048553,41.526867,0
-73.079529,41.649967,0
-72.106102,41.553677,0
-72.873848,41.692387,0
-71.071503,43.390255,0
-72.668221,41.728409,0
-72.125694,41.358753,0
-72.880135,41.367924,0
,,0
-73.412262,41.11245,0
-72.564545,41.794674,0
-73.153679,41.169125,0
-72.093849,41.354076,0
-72.162247,41.391483,0
-72.112747,41.359741,0
-72.109055,41.353642,0
-73.065041,41.2005,0
-72.534027,41.778164,0
-72.749237,41.640678,0
-72.673965,41.916409,0
-72.643845,41.567692,0
-72.15731,41.699806,0
-72.15731,41.699806,0
-73.252083,41.129528,0
-73.12149,41.814075,0
-72.091789,41.617123,0
-72.485481,41.468319,0
-72.783066,41.913155,0
-72.463089,41.865715,0
-73.118362,41.280964,0
-73.137039,41.191807,0
-72.596481,41.354542,0
,,0
-73.540619,41.038696,0
-72.84024,41.324028,0
-72.870689,41.342152,0
-72.863731,41.728874,0
-72.866165,41.341614,0
-73.137352,41.186775,0
,,0
-73.189255,41.199406,0
-72.952515,41.3577,0
-72.880455,41.377003,0
-72.707047,41.767895,0
-73.042664,41.525028,0
-72.922897,41.657085,0
-72.90477,41.649448,0
-72.769379,41.934414,0
,,0
-72.736244,41.939476,0
-72.766251,41.930271,0
-72.657272,41.781132,0
-72.684639,41.774193,0
-72.867851,41.365753,0
-73.416245,41.10611,0
-73.103081,41.323452,0
-73.087326,41.58894,0
-73.078682,41.334244,0
-72.929909,41.287514,0
,,0
-72.929649,41.290272,0
-73.11264,41.289192,0
,,0
-73.026245,41.241707,0
-72.387405,41.296837,0
-73.422485,41.535595,0
-73.062294,41.43885,0
-72.486008,41.84631,0
-72.591301,41.712486,0
-73.43235,41.248268,0
-71.911163,41.909153,0
-72.865158,41.698135,0
-72.755653,41.748608,0
-72.868896,41.697681,0
-72.755554,41.748398,0
-72.755157,41.744534,0
-72.999718,41.251183,0
-72.954468,41.291653,0
-72.470573,41.601097,0
,,0
,,0
,,0
,,0
,,0
,,0
-72.876297,41.610847,0
-72.86441,41.618324,0
-71.980118,41.606186,0
-72.903427,41.564011,0
-72.693909,41.861061,0
-72.88591,41.575996,0
-72.996056,41.271118,0
-72.879585,41.340221,0
-72.816101,41.378323,0
-73.423302,41.592686,0
-72.945381,41.676262,0
-72.599991,41.919685,0
-72.673378,41.583794,0
-72.28994,41.763508,0
-73.081764,41.922791,0
-73.059189,41.513573,0
-73.208717,41.543171,0
-73.129982,41.204521,0
-72.19223,41.539207,0
-73.487633,41.329945,0
-71.914528,41.886063,0
-72.837311,41.441341,0
-72.709114,41.894497,0
-73.141479,41.595867,0
-73.121445,41.780994,0
-72.063408,41.31538,0
-72.440735,41.864586,0
-72.725494,41.757294,0
-73.170235,41.191677,0
-72.90712,41.308662,0
-73.212425,41.289391,0
-72.534851,41.689388,0
-72.660622,41.801807,0
-72.425102,41.855316,0
-72.897995,41.673401,0
-73.075447,41.212902,0
-72.239578,41.72171,0
-73.458862,41.391121,0
-72.986458,41.59602,0
-72.713242,41.742481,0
-73.45874,41.39043,0
-71.818115,41.846779,0
-73.033821,41.558975,0
-73.409866,41.48175,0
-73.122536,41.801327,0
,,0
-73.108688,41.764381,0
-72.902977,41.291721,0
,,0
-72.902977,41.291721,0
-72.889633,41.245182,0
-72.683289,41.780869,0
-73.645264,41.017349,0
-72.672363,41.932697,0
,,0
-72.952362,41.291237,0
-73.079628,41.346333,0
-73.497925,41.144123,0
-72.927322,41.337132,0
-72.924805,41.335934,0
-72.102058,41.352127,0
-71.861496,41.717121,0
-73.430954,41.386719,0
-72.630432,41.662792,0
,,0
-72.952286,41.683308,0
-72.762947,41.487137,0
-72.870689,41.342152,0
-73.170509,41.524529,0
-72.161583,41.564743,0
-72.681702,41.582684,0
-72.447716,41.989597,0
-72.00975,41.446831,0
-72.685432,41.75795,0
-73.459793,41.229351,0
-72.192963,41.368999,0
-72.925484,41.312199,0
-73.532349,41.044514,0
-71.851143,41.882942,0
-72.659248,41.279861,0
-72.215385,41.843277,0
-72.806755,41.533329,0
-73.472328,41.424126,0
-73.474037,41.375912,0
,,0
-72.142563,41.456673,0
-72.66304,41.910194,0
-73.036034,41.548904,0
-73.203812,41.323364,0
,,0
-73.118317,41.204624,0
-72.102188,41.374611,0
-72.596169,41.556499,0
,,0
-71.881073,41.440842,0
-72.828239,41.284008,0
-72.566086,41.794441,0
-73.174515,41.187012,0
-73.156021,41.183781,0
-73.418282,41.087437,0
-73.231552,41.164627,0
-72.732933,41.615974,0
-72.786209,41.543858,0
-72.110504,41.651012,0
-71.847244,41.66684,0
-73.096268,41.321182,0
-72.60479,41.999866,0
-72.764549,41.684681,0
-73.079628,41.346333,0
-72.79528,41.539799,0
-73.03746,41.544312,0
-71.862289,41.873013,0
-72.16407,41.39967,0
-73.158928,41.186485,0
-72.277374,41.994175,0
-73.216476,41.159332,0
-72.6287,41.945366,0
-72.047661,41.568623,0
-73.12751,41.799103,0
-72.875755,41.61179,0
,,0
-72.854271,41.252602,0
-73.428566,41.257511,0
-72.083511,41.619381,0
-72.816383,41.274391,0
-73.139732,41.195866,0
-72.935669,41.298084,0
,,0
-72.935669,41.298084,0
-72.64666,41.897896,0
-72.786034,41.673584,0
-73.307175,41.138458,0
-71.95813,41.660244,0
-72.885033,41.44743,0
-72.768967,41.298424,0
-72.882347,41.298489,0
-77.037201,38.916977,0
-76.983818,38.913044,0
-77.088707,38.947853,0
-76.974037,38.915527,0
-77.027557,38.966393,0
-76.991524,38.876587,0
-77.081604,38.924702,0
-77.034348,38.897579,0
-77.022453,38.821472,0
-76.976204,38.9002,0
-77.063736,38.9445,0
-77.084846,38.95903,0
-77.083839,38.940289,0
-77.112099,38.937958,0
-76.994873,38.874786,0
-77.036224,38.973198,0
-77.044922,38.892937,0
-77.026024,38.894543,0
-76.942513,38.890053,0
-76.992111,38.936893,0
-77.014397,38.887539,0
-76.969894,38.912411,0
-77.066185,38.924225,0
-77.017387,38.823128,0
-77.017334,38.872002,0
-77.013634,38.886051,0
-77.003036,38.905651,0
-76.9804,38.879192,0
-76.995934,38.849491,0
-76.993988,38.868042,0
-77.009239,38.874008,0
-77.031883,38.918789,0
-77.108887,38.935749,0
-76.990265,38.876442,0
-76.972755,38.930805,0
-76.975151,38.929649,0
-76.986328,38.924248,0
-77.032021,38.885975,0
-76.973114,38.920227,0
-76.978828,38.894798,0
-76.964699,38.853691,0
-77.0233,38.929409,0
-76.991341,38.900238,0
-77.028862,38.895142,0
-76.988838,38.87059,0
-77.02169,38.913239,0
-76.952339,38.895786,0
-76.95945,38.929684,0
-77.098503,38.947117,0
-76.994759,38.894814,0
-77.025108,38.939522,0
-77.043686,38.921093,0
-77.043465,38.921745,0
-76.971359,38.920116,0
-77.031921,38.915134,0
-76.990776,38.929447,0
-76.994949,38.921738,0
-76.998634,38.876537,0
-77.025177,38.89431,0
-77.026993,38.892109,0
-77.032829,38.892117,0
-76.996223,38.846111,0
-77.019623,38.887611,0
-76.938469,38.907013,0
-77.021919,38.894798,0
-77.004684,38.873009,0
-76.943909,38.902214,0
-77.012161,38.869488,0
-76.993988,38.868042,0
-77.0047,38.894768,0
-77.06427,38.94548,0
-77.026024,38.894543,0
-77.031975,38.892082,0
-76.994232,38.916805,0
-76.990105,38.873642,0
-77.00444,38.868103,0
-76.950447,38.903355,0
-77.00061,38.838524,0
-76.981903,38.900703,0
-77.003777,38.894825,0
-77.004974,38.891735,0
-77.029785,38.922375,0
-77.018944,38.908722,0
-77.074944,38.95071,0
-77.010315,38.896111,0
-77.025368,38.887543,0
-77.008987,38.910942,0
-77.027695,38.964794,0
-77.017815,38.876572,0
-77.0112,38.931129,0
-77.027618,38.965469,0
-77.016762,38.956535,0
-76.97831,38.945908,0
-76.996239,38.846142,0
-77.016335,38.957123,0
-76.977188,38.898956,0
-76.987854,38.90023,0
-76.993645,38.916729,0
-76.99614,38.925816,0
-77.023567,38.900803,0
-77.028862,38.895142,0
-77.001915,38.90974,0
-76.992645,38.892006,0
-77.028328,38.960697,0
-77.00116,38.85297,0
-77.064529,38.94598,0
-77.022499,38.905697,0
-76.929352,38.899487,0
-76.973831,38.863503,0
-76.985947,38.913433,0
-77.056801,38.932602,0
-77.018959,38.896553,0
,,0
-75.524567,39.824154,0
-75.528542,39.744087,0
-75.537666,39.746391,0
-75.609085,39.703808,0
0.36282501,51.369408,0
-75.598251,39.689182,0
-75.552643,39.738316,0
-75.562469,39.72998,0
-75.611053,38.631565,0
-75.560036,39.662331,0
-75.643555,39.580471,0
-75.589798,39.569633,0
,,0
-75.650192,39.554859,0
-75.551422,39.747814,0
-75.112663,38.780964,0
-75.548973,39.088757,0
-75.608841,39.57946,0
-75.509239,39.757328,0
-75.727203,39.652298,0
,,0
,,0
-75.446014,39.808842,0
-75.4589,39.806767,0
-75.749352,39.690662,0
-75.609688,39.579838,0
-75.745399,39.707787,0
-75.717239,39.684082,0
-75.529945,39.715878,0
-75.675682,39.80661,0
,,0
-75.549103,39.691422,0
-75.576019,39.657986,0
-75.573425,38.560802,0
-75.415909,38.920162,0
-75.602745,38.641876,0
-75.752632,39.664494,0
-75.563423,39.664745,0
-75.437195,39.810951,0
-75.608841,39.57946,0
-75.596649,39.689754,0
-75.544113,39.724712,0
-75.638863,39.662033,0
-75.517113,39.144367,0
-75.388702,38.69405,0
-75.38427,38.692631,0
-75.736183,39.686581,0
-75.560959,39.67017,0
-75.600784,39.658352,0
-75.542046,39.720936,0
-75.52607,39.158722,0
-75.351578,38.687725,0
-75.387566,38.694145,0
-75.740646,39.592491,0
-75.523529,39.116371,0
-75.104988,38.781902,0
-75.585747,38.8176,0
-75.675545,39.808346,0
-75.744339,39.678608,0
-75.43335,39.811859,0
-75.585663,38.824505,0
-75.55603,39.758171,0
-75.627876,38.707993,0
-75.612305,39.275688,0
-75.64534,39.599194,0
-75.635452,39.735661,0
-75.76902,39.671803,0
-75.556938,39.737873,0
-75.557343,39.047523,0
-75.550346,39.72562,0
-75.726982,39.651325,0
-75.587776,39.139198,0
-75.728851,39.679813,0
-75.646217,39.712662,0
-75.462143,39.799591,0
-75.725586,39.685627,0
-75.645851,39.591118,0
-75.562614,39.730019,0
-75.534187,39.184616,0
-75.631218,39.612892,0
-75.612595,39.305069,0
,,0
-75.614578,38.650085,0
-75.12886,38.614662,0
-75.549881,39.179192,0
-75.529999,39.740547,0
-75.585503,39.217915,0
-75.535965,39.713058,0
,,0
-75.546242,39.731483,0
-69.56942,44.047722,0
-75.617287,38.636688,0
,,0
-75.608841,39.57946,0
,,0
,,0
-75.594879,39.713257,0
-75.596184,39.647507,0
-75.599411,39.713219,0
,,0
-75.742081,39.692677,0
-75.68174,39.666485,0
-75.517334,39.732674,0
-75.719009,39.456867,0
,,0
,,0
-75.597244,39.647957,0
-75.741844,39.687004,0
-75.517334,39.732674,0
-75.644333,39.713413,0
-75.548744,39.745914,0
-75.652588,39.717663,0
-75.609001,39.711258,0
-75.627983,39.72382,0
-75.713448,39.787342,0
-75.630974,39.299011,0
-75.65416,39.636406,0
,,0
-75.516151,39.753918,0
-75.588554,39.670151,0
,,0
,,0
-75.539597,39.755287,0
-75.704582,39.534061,0
-75.565384,39.707798,0
-75.675545,39.808346,0
-75.637794,39.288574,0
-75.60881,39.713821,0
-75.518341,39.163898,0
-75.755653,39.603985,0
-75.653107,39.558819,0
-75.755653,39.603985,0
-75.596718,39.673843,0
-75.709518,39.697899,0
-75.597244,39.647957,0
-75.664375,39.226673,0
-75.222603,38.773071,0
-75.519241,39.15802,0
-75.393341,38.867657,0
-75.584885,38.657116,0
-75.583923,39.142864,0
-75.541367,39.747513,0
,,0
-75.685043,39.50399,0
,,0
-75.554588,39.73872,0
,,0
-75.601448,38.73991,0
-75.532913,39.757664,0
,,0
-75.50724,39.818108,0
-75.517021,39.791969,0
-75.39286,38.598347,0
-75.602524,39.306686,0
-75.599869,39.297874,0
,,0
-75.518738,39.832245,0
-75.70089,39.624016,0
-75.593788,39.306213,0
-75.523529,39.116371,0
,,0
-75.691269,39.620079,0
-75.553955,39.725773,0
-75.563423,39.664745,0
,,0
-75.520523,39.154537,0
,,0
-75.517113,39.144367,0
-75.170433,38.736061,0
-75.523087,39.10622,0
,,0
-75.156479,38.751789,0
-75.589561,39.732826,0
-75.566704,39.658173,0
-75.769287,39.596889,0
-75.742081,39.692677,0
-75.742081,39.692677,0
-75.601448,38.73991,0
-75.553223,39.116581,0
-75.549683,39.741154,0
,,0
-75.568787,38.549583,0
-75.58107,38.64262,0
-75.568718,38.555733,0
-75.58107,38.64262,0
-75.669357,39.656574,0
-75.731049,39.705757,0
-75.579552,39.723999,0
-75.657974,39.676758,0
-75.58017,38.556263,0
,,0
,,0
,,0
-75.600853,39.297077,0
-75.1418,38.768646,0
-75.562614,39.730019,0
-75.70089,39.624016,0
-75.700264,39.470695,0
-75.537468,39.765797,0
-75.369949,38.471432,0
,,0
-75.593979,38.645752,0
,,0
-75.685043,39.50399,0
-75.389183,38.694557,0
-75.66819,39.648933,0
-75.561218,39.673725,0
-75.562042,39.02993,0
,,0
-75.116608,38.780407,0
-75.418297,38.897598,0
-75.235977,38.516602,0
,,0
,,0
-75.334259,38.744755,0
-75.376228,38.688702,0
-75.418297,38.897598,0
-75.511536,39.132336,0
-75.36203,38.692806,0
-75.604942,39.715309,0
-75.162132,38.79039,0
-75.412903,38.932007,0
-75.416481,38.930344,0
-75.235909,38.463745,0
-75.175682,38.451256,0
,,0
,,0
-75.160027,38.474773,0
-75.54084,39.735077,0
-75.570839,39.203037,0
-75.685043,39.50399,0
-75.559196,39.202351,0
-75.079918,38.709435,0
-75.4589,39.806767,0
-75.608841,39.57946,0
-75.662743,39.456333,0
,,0
,,0
-75.304337,38.775864,0
-75.580887,39.730389,0
-75.322647,38.787563,0
-75.648682,39.184349,0
,,0
-75.699883,39.53503,0
-75.783958,39.713646,0
,,0
-75.078964,38.714725,0
-75.597244,39.647957,0
-75.581223,39.661583,0
-75.602539,39.69754,0
-75.630577,38.658604,0
-75.542717,39.17173,0
-75.549911,39.720436,0
-75.620743,38.642452,0
-75.515793,39.163761,0
-75.552109,39.122684,0
-75.692757,39.042637,0
-75.55838,38.455578,0
-75.492432,39.130901,0
-75.543915,39.158978,0
-75.780838,39.659447,0
-75.552032,39.725895,0
-75.554306,39.721127,0
-75.54937,39.74509,0
-75.545212,39.722168,0
-75.597099,39.672943,0
-75.388702,38.69405,0
-75.288284,38.819824,0
-75.690956,39.78986,0
-75.612076,38.63567,0
,,0
,,0
-75.609688,39.579838,0
-75.611786,38.634903,0
-75.43335,39.811859,0
-75.576561,38.461136,0
-75.127914,38.550716,0
-75.588554,39.670151,0
-75.563332,39.072701,0
-75.609413,38.638561,0
-75.609688,39.579838,0
-75.637161,39.734138,0
-75.635452,39.735661,0
-75.618729,39.684998,0
-75.638344,39.73373,0
-75.303764,38.727577,0
-75.547134,39.731827,0
,,0
-75.452888,38.866833,0
-75.528366,39.157833,0
-75.502914,39.761852,0
-75.422638,38.901367,0
-75.57412,38.460094,0
-75.588982,38.702728,0
-75.528465,39.157364,0
-75.398186,38.712467,0
-75.550636,39.720005,0
-75.555099,39.734905,0
-75.564827,38.630978,0
-75.510414,39.75256,0
-75.65667,39.722164,0
-75.392975,38.71273,0
-75.397942,38.712795,0
-75.722633,39.654449,0
-75.698433,39.361694,0
-75.60894,38.630352,0
-75.508781,39.823204,0
-75.652382,39.155529,0
,,0
-75.610779,39.635353,0
-75.286385,38.590328,0
-75.629097,38.586079,0
-75.568787,38.549583,0
-75.588547,39.683147,0
-75.593773,39.677109,0
-75.735779,39.653999,0
-75.600929,39.665356,0
-75.406143,38.915512,0
-75.491585,39.183647,0
-75.594513,39.645199,0
-75.119133,38.46801,0
,,0
-75.248398,38.830353,0
-75.537193,39.747627,0
-75.545837,39.700199,0
-75.226952,38.675056,0
-75.581223,39.661583,0
-75.731903,39.679661,0
-75.632248,39.294102,0
-75.161682,38.642696,0
,,0
-75.661079,39.603245,0
-75.277008,38.754517,0
,,0
-82.730988,28.227594,0
,,0
,,0
-84.283424,30.409891,0
-82.472656,27.948088,0
-80.288002,25.705173,0
-82.372353,29.646276,0
,,0
-81.813858,27.546354,0
,,0
-82.436287,27.097879,0
-81.332382,28.548965,0
-81.686974,29.664339,0
-85.18187,30.834944,0
,,0
,,0
,,0
-80.480904,25.372442,0
,,0
-80.084435,26.689686,0
-82.65741,27.757933,0
-81.724121,30.366644,0
-80.27166,25.844688,0
-80.662964,26.737667,0
-80.201385,26.617334,0
-82.425735,27.960253,0
-82.406357,27.915236,0
-82.526764,27.891449,0
-82.471817,27.49095,0
-80.272827,25.892174,0
-82.674438,29.026663,0
-87.312683,30.70606,0
-82.379707,27.819803,0
-81.642975,30.345041,0
-82.731979,27.883526,0
-81.622803,30.272234,0
-80.18692,26.148787,0
-80.128326,26.17116,0
-82.437256,28.002378,0
-82.524025,29.533697,0
-82.368393,27.984735,0
-82.59166,27.460796,0
-82.459396,27.994968,0
-87.242035,30.463316,0
-82.327866,28.054918,0
-82.37915,27.972158,0
-81.670815,30.34293,0
-81.681503,30.325884,0
-80.257774,25.893501,0
-80.168633,26.209112,0
-81.726952,30.391319,0
-80.364128,27.456446,0
-81.696243,30.239145,0
-80.087906,26.647421,0
-81.316078,29.034105,0
-80.271721,27.180071,0
-82.799927,27.94533,0
-82.469543,28.253632,0
-82.362503,27.96335,0
-82.36171,27.962528,0
-85.111351,30.737183,0
-80.608459,27.759073,0
-81.299126,28.75905,0
-82.545845,27.456646,0
-82.439102,29.366364,0
-81.367447,28.563141,0
-80.425156,25.746653,0
-80.318176,27.375469,0
,,0
-82.438194,28.063082,0
-82.787682,27.909342,0
-80.243149,25.881659,0
-80.275528,25.896801,0
,,0
-81.36747,28.494402,0
-81.675804,29.648396,0
-87.156662,30.358702,0
-81.406532,30.324591,0
-81.791382,24.561699,0
-80.342613,27.482908,0
,,0
-81.636909,30.402252,0
-81.791382,24.561699,0
-81.333984,28.439692,0
,,0
-80.603539,28.401026,0
-82.506157,27.889221,0
,,0
-85.636703,30.243578,0
,,0
-80.487068,25.47982,0
-87.251282,30.317886,0
-80.057175,26.694855,0
,,0
-82.287529,29.651972,0
-80.14576,25.772978,0
-82.639351,30.193563,0
,,0
-81.333595,28.56093,0
-80.169739,26.073591,0
-82.515541,27.989628,0
-80.345589,25.628794,0
,,0
,,0
-82.747925,27.873135,0
,,0
,,0
-87.314407,30.34671,0
-86.696701,30.418674,0
-87.314407,30.34671,0
-85.822098,30.202301,0
-86.515083,30.508259,0
,,0
-82.627823,27.762175,0
,,0
-82.459526,28.629129,0
-85.667221,30.159296,0
-80.210197,26.073992,0
-82.402054,27.915783,0
-82.122742,30.263803,0
-81.409691,28.454626,0
,,0
-80.166451,26.680799,0
-82.334969,27.950451,0
-81.551567,30.448545,0
-81.630371,30.339554,0
-82.70327,27.87472,0
-82.539764,27.86202,0
-82.415176,28.049192,0
-82.529099,27.629393,0
-81.895638,27.898232,0
-82.40789,27.905659,0
-81.65023,30.314226,0
-81.715851,27.916214,0
-81.351898,28.543789,0
-81.817581,27.87141,0
-81.985558,27.797287,0
-80.161987,26.288815,0
-80.167015,26.207386,0
-82.375557,27.959501,0
-82.347939,29.652126,0
-82.342331,27.97167,0
-80.287682,25.847244,0
,,0
-81.981636,27.803608,0
-81.858932,26.622646,0
-81.426903,26.418423,0
-81.86348,27.694456,0
-80.591194,28.043869,0
-82.578377,28.90192,0
-80.373505,25.656334,0
,,0
-82.290092,26.866899,0
-82.422333,27.950136,0
-81.580437,30.235983,0
-81.627617,30.363094,0
-80.655373,28.071779,0
-80.159851,26.209053,0
-80.31601,26.906038,0
-80.202454,25.987896,0
-80.143295,26.213512,0
-82.077545,27.979073,0
-81.626534,30.357412,0
-80.337303,27.483536,0
-82.502045,28.025341,0
-82.743912,28.150883,0
-80.168549,26.208332,0
,,0
-84.304344,30.410646,0
-80.150772,26.130447,0
-81.715851,27.916214,0
-81.739792,30.369858,0
-81.972115,30.31592,0
-81.277756,29.062449,0
-84.819962,30.348177,0
-81.569565,28.562157,0
-85.373161,29.910017,0
-83.582184,30.111485,0
-82.35891,29.653543,0
-81.741722,30.060516,0
-81.6521,30.334333,0
-81.701637,30.331648,0
-81.745583,30.32593,0
-81.64119,30.345167,0
-83.60508,30.137781,0
-85.620865,30.162716,0
-81.779404,30.32267,0
-83.089714,29.612902,0
-85.182037,30.833382,0
-81.628403,30.342079,0
-85.28054,29.825024,0
-81.738777,30.381596,0
-81.323586,28.716038,0
-81.75013,30.324606,0
-81.752022,30.347431,0
-81.379143,28.55155,0
-81.579926,30.210749,0
-82.741905,27.885057,0
-81.864082,27.210915,0
-82.676079,27.813759,0
-81.962074,28.044428,0
-82.381172,27.96336,0
-82.393616,27.997652,0
-82.391548,27.960062,0
-82.545349,27.40354,0
-82.054207,27.878065,0
-81.940262,27.894316,0
-81.998116,27.897787,0
-81.823753,27.89143,0
-82.002289,27.485159,0
-82.39489,27.911909,0
-82.772232,27.81764,0
,,0
-81.958435,27.977976,0
-82.410034,27.959175,0
-80.352623,25.875561,0
-80.316383,25.843496,0
-80.171043,26.08629,0
-80.317711,25.844549,0
-80.298264,25.839882,0
-80.258148,25.876759,0
-80.260529,25.844475,0
-80.319099,25.842216,0
-80.05912,26.738194,0
-80.294968,25.846163,0
-80.334175,25.857988,0
-80.140396,26.213461,0
-80.240593,25.843536,0
-80.10759,26.290667,0
-80.221428,25.92181,0
-80.324684,25.854408,0
-80.114456,26.782394,0
,,0
-82.595253,28.175591,0
-80.326164,25.831694,0
-80.223412,25.797379,0
-80.143318,26.230593,0
-80.169746,26.202719,0
-81.628021,30.368786,0
-82.12149,27.979622,0
-81.310104,28.730572,0
-81.316353,28.675022,0
-87.148102,30.603544,0
-80.166985,26.208443,0
-80.105217,26.30217,0
-81.785919,26.204329,0
-81.113792,29.327841,0
-81.633286,30.329313,0
,,0
-80.187531,26.194494,0
-81.398659,28.515434,0
-81.676903,29.985855,0
-81.801498,27.76483,0
-82.36264,27.960384,0
-81.332733,28.815208,0
-82.752785,28.144987,0
-80.186554,26.200497,0
,,0
-80.318069,25.838888,0
-81.728401,27.989021,0
-80.132698,26.142279,0
-80.127045,26.231726,0
-82.390327,27.873783,0
-80.102646,26.31881,0
-80.156387,26.195866,0
-80.183311,26.204565,0
-80.15699,26.192698,0
-80.170868,26.083199,0
-80.168526,26.207684,0
-80.182159,26.194233,0
-80.148499,26.026178,0
-81.689934,30.322969,0
-81.637146,30.350422,0
-81.64492,30.35059,0
-81.907845,28.034344,0
-81.901886,28.820631,0
-80.122604,26.590893,0
-80.167694,26.207012,0
-80.327568,25.656199,0
-80.243103,25.796055,0
-80.313377,25.817331,0
-81.943886,27.894335,0
-80.653831,26.812399,0
-87.231796,30.451698,0
-80.173058,26.193901,0
-81.687149,28.89642,0
-80.077538,26.762098,0
-80.072899,26.780739,0
-80.154938,26.198637,0
-80.172203,26.194223,0
-80.194748,26.193951,0
-82.51239,27.984869,0
-82.286667,28.010698,0
-82.758537,30.336475,0
-81.45771,28.457233,0
-87.345589,30.986105,0
-80.186554,26.200497,0
-80.168503,26.206839,0
-81.744774,26.189318,0
-81.40152,28.404196,0
-80.312523,25.822128,0
-81.895638,27.898232,0
-87.32402,30.609711,0
